,date,city,country,lat,lng,temp,maxtemp,humidity,cloud,wind,just_date
368,2020-01-11 15:58:54,Porto-Novo,BJ,6.5,2.6,31.0,31.0,74,40,5.1,2020-01-11
369,2020-01-11 15:58:54,Paea,PF,-17.68,-149.58,23.94,24.0,73,5,1.5,2020-01-11
370,2020-01-11 15:58:55,Otjimbingwe,NA,-22.35,16.13,33.04,33.04,21,79,10.09,2020-01-11
371,2020-01-11 15:58:55,Ojinaga,MX,29.57,-104.42,6.0,6.0,45,1,0.59,2020-01-11
372,2020-01-11 15:58:55,Ucluelet,CA,48.93,-125.55,2.81,5.0,86,20,8.2,2020-01-11
373,2020-01-11 15:58:55,Knysna,ZA,-34.04,23.05,29.0,29.0,37,20,4.1,2020-01-11
374,2020-01-11 15:58:55,Souillac,MU,-20.52,57.52,25.31,25.56,100,75,3.6,2020-01-11
375,2020-01-11 15:58:55,Cabras,IT,39.93,8.53,13.01,13.01,73,31,2.23,2020-01-11
376,2020-01-11 15:58:55,Formosa,AR,-26.18,-58.18,30.0,30.0,74,90,3.1,2020-01-11
377,2020-01-11 15:58:29,Blythe,US,33.61,-114.6,2.77,3.89,69,1,1.5,2020-01-11
378,2020-01-11 15:58:55,Ilebo,CD,-4.32,20.58,29.15,29.15,52,14,1.4,2020-01-11
379,2020-01-11 15:58:55,Palmer,US,42.16,-72.33,14.13,16.67,81,75,7.2,2020-01-11
380,2020-01-11 15:58:55,Brae,GB,60.4,-1.35,6.71,8.0,93,68,13.4,2020-01-11
381,2020-01-11 15:58:55,Onega,RU,63.91,38.14,-2.79,-2.79,91,100,4.41,2020-01-11
382,2020-01-11 15:58:55,Toora-Khem,RU,52.47,96.11,-25.88,-25.88,99,1,0.63,2020-01-11
383,2020-01-11 15:58:55,Yanam,IN,16.73,82.22,26.0,26.0,69,40,4.1,2020-01-11
384,2020-01-11 15:58:55,Rio Grande,BR,-32.03,-52.1,29.16,30.0,66,40,5.07,2020-01-11
385,2020-01-11 15:58:56,Athabasca,CA,54.72,-113.29,-22.45,-22.45,98,100,2.18,2020-01-11
386,2020-01-11 15:58:56,Port Hedland,AU,-20.32,118.57,30.0,30.0,74,100,2.6,2020-01-11
387,2020-01-11 15:58:56,Hamilton,US,39.18,-84.53,17.94,19.44,72,90,3.6,2020-01-11
388,2020-01-11 15:56:12,Barcelos,PT,41.54,-8.62,13.31,14.44,66,33,2.6,2020-01-11
389,2020-01-11 15:55:23,Lubango,AO,-14.92,13.49,20.0,20.0,81,75,41.2,2020-01-11
390,2020-01-11 15:58:56,Balabac,PH,7.99,117.06,26.81,26.81,81,100,4.14,2020-01-11
391,2020-01-11 15:58:56,Esperance,AU,-33.87,121.9,18.0,18.0,63,0,5.7,2020-01-11
392,2020-01-11 15:58:56,Auki,SB,-8.77,160.7,27.74,27.74,83,100,7.69,2020-01-11
393,2020-01-11 15:58:56,Balclutha,NZ,-46.23,169.75,12.78,12.78,95,68,0.81,2020-01-11
394,2020-01-11 15:58:56,Aksarka,RU,66.56,67.8,-10.72,-10.72,83,31,6.08,2020-01-11
395,2020-01-11 15:58:56,Cidreira,BR,-30.18,-50.21,25.7,25.7,82,19,3.39,2020-01-11
396,2020-01-11 15:58:56,Alenquer,BR,-1.94,-54.74,29.0,29.0,74,40,6.2,2020-01-11
397,2020-01-11 15:58:56,Champerico,GT,14.3,-91.92,28.0,28.0,61,0,0.46,2020-01-11
398,2020-01-11 15:58:57,Wairoa,NZ,-39.03,177.37,17.22,17.22,66,81,1.79,2020-01-11
399,2020-01-11 15:58:57,Aykhal,RU,66.0,111.5,-16.0,-16.0,91,0,4.0,2020-01-11
400,2020-01-11 15:58:57,Praia da Vitoria,PT,38.73,-27.07,15.0,15.0,72,75,4.95,2020-01-11
401,2020-01-11 15:58:57,Mrakovo,RU,52.72,56.62,-16.16,-16.16,97,95,2.25,2020-01-11
402,2020-01-11 15:58:57,Qaqortoq,GL,60.72,-46.03,-17.0,-17.0,37,20,3.1,2020-01-11
403,2020-01-11 15:58:57,Hofn,IS,64.25,-15.21,2.32,2.32,54,28,16.85,2020-01-11
404,2020-01-11 15:57:10,Jagdalpur,IN,19.07,82.03,17.06,17.06,62,0,2.31,2020-01-11
405,2020-01-11 15:58:57,Tomatlan,MX,19.93,-105.25,20.15,20.15,40,96,1.66,2020-01-11
406,2020-01-11 15:58:57,Waingapu,ID,-9.66,120.26,28.49,28.49,75,100,7.25,2020-01-11
407,2020-01-11 15:58:57,Oum Hadjer,TD,13.3,19.7,33.44,33.44,13,0,4.32,2020-01-11
408,2020-01-11 15:58:57,Usogorsk,RU,63.41,48.69,-7.88,-7.88,97,97,2.24,2020-01-11
409,2020-01-11 15:58:57,Santa Rita,BR,-7.11,-34.98,31.0,31.0,52,75,4.6,2020-01-11
410,2020-01-11 15:58:57,San Lorenzo,PY,-25.33,-57.53,34.0,34.0,63,75,2.6,2020-01-11
411,2020-01-11 15:58:57,Egvekinot,RU,66.32,-179.17,-15.51,-15.51,97,100,3.26,2020-01-11
412,2020-01-11 15:58:58,Nosy Varika,MG,-20.58,48.53,26.25,26.25,80,99,2.83,2020-01-11
413,2020-01-11 15:58:58,Leningradskiy,RU,69.38,178.42,-17.45,-17.45,79,100,5.58,2020-01-11
414,2020-01-11 15:58:58,Kazanskoye,RU,55.64,69.23,-14.4,-14.4,94,99,4.2,2020-01-11
415,2020-01-11 15:58:58,Bolgatanga,GH,10.79,-0.85,36.38,36.38,14,0,1.02,2020-01-11
416,2020-01-11 15:54:48,San Ramon,US,37.78,-121.98,7.63,9.44,93,1,2.1,2020-01-11
417,2020-01-11 15:58:58,Port Macquarie,AU,-31.43,152.92,19.15,19.44,100,90,3.1,2020-01-11
418,2020-01-11 15:58:58,Vardo,NO,70.37,31.11,-2.0,-2.0,79,40,3.1,2020-01-11
419,2020-01-11 15:58:58,Normandin,CA,48.83,-72.53,-1.67,-0.56,100,90,3.1,2020-01-11
420,2020-01-11 15:58:58,Nara,JP,34.69,135.8,4.86,8.0,81,32,2.6,2020-01-11
421,2020-01-11 15:58:58,Marsh Harbour,BS,26.54,-77.06,24.81,24.81,78,67,12.93,2020-01-11
422,2020-01-11 15:58:58,Sao Jose da Coroa Grande,BR,-8.9,-35.15,26.96,26.96,72,34,4.24,2020-01-11
423,2020-01-11 15:58:59,Amapa,BR,1.0,-52.0,30.8,30.8,49,44,2.38,2020-01-11
424,2020-01-11 15:58:59,Sao Joao da Barra,BR,-21.64,-41.05,32.48,33.0,49,6,4.1,2020-01-11
425,2020-01-11 15:58:59,Hegang,CN,47.4,130.37,-17.22,-17.22,86,0,2.89,2020-01-11
426,2020-01-11 15:58:59,Mokhsogollokh,RU,61.47,128.92,-16.23,-16.23,96,100,1.78,2020-01-11
427,2020-01-11 15:58:59,Sumbawanga,TZ,-7.97,31.62,19.0,19.0,82,75,3.73,2020-01-11
428,2020-01-11 15:58:59,Nhulunbuy,AU,-12.23,136.77,26.0,26.0,88,40,1.0,2020-01-11
429,2020-01-11 15:58:59,Deputatsky,RU,69.3,139.9,-32.55,-32.55,96,0,1.09,2020-01-11
430,2020-01-11 15:58:59,Jalu,LY,29.03,21.55,16.02,16.02,34,100,3.7,2020-01-11
431,2020-01-11 15:58:59,Lata,PT,40.16,-8.33,14.76,16.0,41,0,0.5,2020-01-11
432,2020-01-11 15:58:59,Huaraz,PE,-9.53,-77.53,10.34,10.34,51,0,2.65,2020-01-11
433,2020-01-11 15:58:59,Okha,RU,53.57,142.95,-16.94,-16.94,88,97,5.15,2020-01-11
434,2020-01-11 15:58:59,San Policarpo,PH,12.18,125.51,26.49,26.49,83,100,6.58,2020-01-11
435,2020-01-11 15:57:28,Kupang,ID,-10.17,123.58,25.0,25.0,94,75,2.1,2020-01-11
436,2020-01-11 15:59:00,Kokopo,PG,-4.35,152.26,25.54,25.54,89,100,1.4,2020-01-11
437,2020-01-11 15:59:00,El Sauzal de Rodriguez,MX,31.9,-116.68,7.22,7.22,86,53,0.5,2020-01-11
438,2020-01-11 15:59:00,Wewak,PG,-3.55,143.63,25.5,25.5,87,100,2.55,2020-01-11
439,2020-01-11 15:59:00,Palmeirais,BR,-5.98,-43.06,32.77,32.77,52,86,2.14,2020-01-11
440,2020-01-11 15:59:00,Wahiawa,US,21.5,-158.02,23.05,24.0,88,90,7.7,2020-01-11
441,2020-01-11 15:59:00,Marabu,MY,4.41,114.01,25.0,25.0,100,90,3.1,2020-01-11
442,2020-01-11 15:59:00,San Luis de la Paz,MX,21.3,-100.52,14.8,15.56,47,100,0.45,2020-01-11
443,2020-01-11 15:59:00,Myre,NO,69.1,15.95,2.12,2.22,93,100,9.3,2020-01-11
444,2020-01-11 15:59:00,Torbay,CA,47.67,-52.73,0.66,1.11,80,90,10.3,2020-01-11
445,2020-01-11 15:59:01,Arenapolis,BR,-14.45,-56.85,32.87,32.87,59,100,1.05,2020-01-11
446,2020-01-11 15:59:01,Walvis Bay,NA,-22.96,14.51,20.71,21.0,68,100,7.7,2020-01-11
447,2020-01-11 15:59:01,Mecca,SA,21.43,39.83,19.56,19.56,21,0,4.92,2020-01-11
448,2020-01-11 15:59:01,Ingham,US,42.6,-84.38,0.73,2.78,96,90,8.7,2020-01-11
449,2020-01-11 15:59:01,Ngunguru,NZ,-35.62,174.5,11.52,12.78,91,0,1.34,2020-01-11
450,2020-01-11 15:59:01,Chiredzi,ZW,-21.05,31.67,31.88,31.88,41,98,4.58,2020-01-11
451,2020-01-11 15:59:01,College,US,64.86,-147.8,-32.07,-21.0,65,0,0.28,2020-01-11
452,2020-01-11 15:59:01,Mikhaylovka,RU,50.06,43.24,0.0,0.0,94,100,5.36,2020-01-11
453,2020-01-11 15:59:01,Tucupita,VE,9.06,-62.05,29.1,29.1,57,0,3.12,2020-01-11
454,2020-01-11 15:54:55,Arcata,US,40.87,-124.08,7.61,9.44,100,90,4.1,2020-01-11
455,2020-01-11 15:59:01,Otjiwarongo,NA,-20.46,16.65,30.0,30.0,37,88,2.6,2020-01-11
456,2020-01-11 15:59:01,Mbeya,TZ,-8.9,33.45,18.08,18.08,92,100,1.32,2020-01-11
457,2020-01-11 15:59:01,Korla,CN,41.76,86.15,-10.02,-10.02,75,0,0.65,2020-01-11
458,2020-01-11 15:59:01,Divnomorskoye,RU,44.5,38.14,8.47,8.47,89,100,9.71,2020-01-11
459,2020-01-11 15:59:02,Alamogordo,US,32.9,-105.96,-2.05,1.67,68,1,3.1,2020-01-11
460,2020-01-11 15:59:02,Nizwa,OM,22.93,57.53,15.14,15.14,86,100,2.14,2020-01-11
461,2020-01-11 15:59:02,Emporio,GR,40.48,21.55,9.0,9.0,34,40,8.2,2020-01-11
462,2020-01-11 15:59:02,Sola,VU,-13.88,167.55,26.11,26.11,86,100,10.79,2020-01-11
463,2020-01-11 15:59:02,Tongzi,CN,28.78,105.09,10.09,10.09,66,0,1.83,2020-01-11
464,2020-01-11 15:59:02,Havre-Saint-Pierre,CA,50.23,-63.6,-8.0,-8.0,78,90,2.6,2020-01-11
465,2020-01-11 15:59:02,Los Llanos de Aridane,ES,28.66,-17.92,17.46,19.0,63,75,5.1,2020-01-11
466,2020-01-11 15:59:02,Ratnagiri,IN,16.98,73.3,22.8,22.8,78,9,1.0,2020-01-11
467,2020-01-11 15:59:02,Thinadhoo,MV,0.53,72.93,28.13,28.13,79,100,9.42,2020-01-11
468,2020-01-11 15:59:02,Laas,IT,46.62,10.7,1.66,8.0,53,0,2.1,2020-01-11
469,2020-01-11 15:59:02,Iaciara,BR,-14.1,-46.63,30.18,30.18,48,99,1.76,2020-01-11
470,2020-01-11 15:59:03,Rajshahi,BD,24.37,88.6,16.57,16.57,62,0,3.59,2020-01-11
471,2020-01-11 15:59:03,Podolinec,SK,49.26,20.54,1.37,2.22,80,20,6.7,2020-01-11
472,2020-01-11 15:59:03,Mangai,CD,-4.05,19.53,27.41,27.41,67,89,1.49,2020-01-11
473,2020-01-11 15:59:03,Orlovskiy,RU,46.87,42.06,2.92,2.92,98,100,5.36,2020-01-11
474,2020-01-11 15:59:03,Keti Bandar,PK,24.14,67.45,20.24,20.24,54,0,5.2,2020-01-11
475,2020-01-11 15:59:03,Eltham,NZ,-39.43,174.3,12.2,12.78,95,59,2.13,2020-01-11
476,2020-01-11 15:59:03,Broome,US,42.25,-75.83,13.41,14.44,93,90,8.7,2020-01-11
477,2020-01-11 15:59:03,Bambanglipuro,ID,-7.95,110.28,23.61,23.61,91,100,2.42,2020-01-11
478,2020-01-11 15:59:03,Marawi,PH,8.0,124.29,25.56,25.56,86,100,1.79,2020-01-11
479,2020-01-11 15:59:03,Kristinestad,FI,62.27,21.38,0.47,0.47,95,100,9.83,2020-01-11
480,2020-01-11 15:59:03,Ubinskoye,RU,55.31,79.68,-14.04,-14.04,94,100,3.81,2020-01-11
481,2020-01-11 15:59:04,Yumen,CN,40.28,97.2,-5.51,-5.51,53,100,7.65,2020-01-11
482,2020-01-11 15:59:04,Nishihara,JP,26.18,127.76,19.9,21.0,88,75,4.6,2020-01-11
483,2020-01-11 15:59:04,Arman,RU,59.7,150.17,-18.08,-18.08,81,0,3.65,2020-01-11
484,2020-01-11 15:59:04,Gamba,GA,-2.65,10.0,29.48,29.48,63,27,3.62,2020-01-11
485,2020-01-11 15:59:04,Boende,CD,-0.22,20.87,31.68,31.68,45,67,0.56,2020-01-11
486,2020-01-11 15:59:04,Saint Joseph,US,39.77,-94.85,-9.81,-7.22,78,90,9.3,2020-01-11
487,2020-01-11 15:59:04,Myanaung,MM,18.28,95.32,21.24,21.24,57,13,2.66,2020-01-11
488,2020-01-11 15:59:04,Makassar,ID,-5.14,119.42,24.0,24.0,100,40,2.6,2020-01-11
489,2020-01-11 15:59:04,Gold Coast,AU,-28.0,153.43,23.31,23.89,83,100,5.7,2020-01-11
490,2020-01-11 15:59:04,Nar'yan-Mar,RU,67.67,53.09,-10.98,-10.98,96,67,3.28,2020-01-11
491,2020-01-11 15:59:04,Baiao,BR,-2.79,-49.67,28.87,28.87,72,60,1.82,2020-01-11
492,2020-01-11 15:59:04,Kalabo,ZM,-14.97,22.68,28.07,28.07,54,80,3.71,2020-01-11
493,2020-01-11 15:59:04,Severnoye,RU,56.35,78.36,-14.69,-14.69,94,99,3.57,2020-01-11
494,2020-01-11 15:56:41,Vila Velha,BR,-20.33,-40.29,32.48,33.0,49,21,5.7,2020-01-11
495,2020-01-11 15:59:05,Bonnyville,CA,54.27,-110.73,-22.0,-22.0,69,90,2.6,2020-01-11
496,2020-01-11 15:59:05,Madang,PG,-5.22,145.8,26.98,26.98,85,100,6.79,2020-01-11
497,2020-01-11 15:59:05,Marystown,CA,47.17,-55.15,0.78,0.78,87,100,6.21,2020-01-11
498,2020-01-11 15:59:05,Manzanillo,CU,20.34,-77.12,27.62,27.62,58,0,8.87,2020-01-11
499,2020-01-11 15:59:05,Fremont,US,37.55,-121.99,7.51,9.44,93,40,1.5,2020-01-11
500,2020-01-11 15:59:05,Ryotsu,JP,38.08,138.43,1.0,1.0,69,20,1.5,2020-01-11
501,2020-01-11 15:59:05,Bangangte,CM,5.14,10.52,31.81,31.81,25,16,1.57,2020-01-11
502,2020-01-11 15:57:53,San Ignacio,BZ,17.16,-89.07,26.03,27.78,94,40,3.1,2020-01-11
503,2020-01-11 15:59:05,Schwerin,DE,53.63,11.41,4.95,5.56,80,68,6.2,2020-01-11
504,2020-01-11 15:58:50,Durban,ZA,-29.86,31.03,23.54,25.0,73,100,6.2,2020-01-11
505,2020-01-11 15:59:05,Labuhan,ID,-6.88,112.21,24.12,24.12,88,100,2.48,2020-01-11
506,2020-01-11 15:59:05,Ripky,UA,51.8,31.08,2.05,2.05,97,100,4.79,2020-01-11
507,2020-01-11 15:59:06,Manggar,ID,-2.88,108.27,27.39,27.39,79,100,4.72,2020-01-11
508,2020-01-11 15:59:06,Bridlington,GB,54.08,-0.19,10.94,12.22,81,75,15.9,2020-01-11
509,2020-01-11 15:59:06,Henties Bay,NA,-22.12,14.28,20.56,20.56,80,30,1.79,2020-01-11
510,2020-01-11 15:59:06,Hoeganaes,SE,56.2,12.56,5.23,5.56,86,100,6.2,2020-01-11
511,2020-01-11 15:59:06,City of San Pedro,PH,14.35,121.02,25.89,26.11,78,20,1.0,2020-01-11
512,2020-01-11 15:59:06,Jinxiang,CN,22.86,115.7,17.78,17.78,66,54,1.34,2020-01-11
513,2020-01-11 15:59:06,Pochutla,MX,15.74,-96.47,25.41,26.0,61,20,3.27,2020-01-11
514,2020-01-11 15:59:06,Suda,RU,59.15,37.56,-3.0,-3.0,100,75,3.0,2020-01-11
515,2020-01-11 15:59:06,Yar-Sale,RU,66.83,70.83,-12.5,-12.5,95,86,5.69,2020-01-11
516,2020-01-11 15:59:06,Arroio Grande,BR,-32.24,-53.09,25.0,25.0,75,75,3.15,2020-01-11
517,2020-01-11 15:59:06,Naze,JP,28.37,129.48,16.0,16.0,100,75,2.1,2020-01-11
518,2020-01-11 15:59:06,Majene,ID,-3.54,118.97,23.4,23.4,93,100,1.47,2020-01-11
519,2020-01-11 15:59:06,Andenes,NO,69.31,16.12,2.12,2.22,93,100,9.3,2020-01-11
520,2020-01-11 15:59:06,Djibouti,DJ,11.5,42.5,29.0,29.0,62,1,6.2,2020-01-11
521,2020-01-11 15:59:07,Katobu,ID,-4.94,122.53,25.43,25.43,86,100,1.36,2020-01-11
522,2020-01-11 15:59:07,Sibolga,ID,1.74,98.78,21.73,21.73,97,100,1.15,2020-01-11
523,2020-01-11 15:59:07,Sorong,ID,-0.88,131.25,23.98,23.98,97,100,0.36,2020-01-11
524,2020-01-11 15:59:07,Oranjestad,AW,12.52,-70.03,30.0,30.0,58,40,11.8,2020-01-11
525,2020-01-11 15:59:07,Bilma,NE,18.69,12.92,26.37,26.37,15,16,5.11,2020-01-11
526,2020-01-11 15:59:07,Kondinskoye,RU,59.65,67.41,-10.41,-10.41,94,98,3.91,2020-01-11
527,2020-01-11 15:59:07,Tsimmerbude,RU,54.67,20.13,4.0,4.0,80,75,3.0,2020-01-11
528,2020-01-11 15:59:07,Twentynine Palms,US,34.14,-116.05,5.84,8.33,48,1,1.5,2020-01-11
529,2020-01-11 15:59:07,Muravlenko,RU,63.79,74.52,-11.65,-11.65,92,92,9.12,2020-01-11
530,2020-01-11 15:59:07,Niquero,CU,20.04,-77.58,26.47,26.47,60,0,2.67,2020-01-11
531,2020-01-11 15:59:07,Puerto del Rosario,ES,28.5,-13.86,19.0,19.0,63,90,8.2,2020-01-11
532,2020-01-11 15:59:07,Luganville,VU,-15.53,167.17,23.0,23.0,100,100,2.98,2020-01-11
533,2020-01-11 15:59:07,Otradnoye,RU,59.78,30.82,-0.77,0.56,86,33,2.0,2020-01-11
534,2020-01-11 15:59:07,Talant,FR,47.34,5.01,6.46,7.0,70,90,1.5,2020-01-11
535,2020-01-11 15:59:07,Goderich,CA,43.75,-81.72,1.11,1.67,94,100,3.13,2020-01-11
536,2020-01-11 15:59:08,Srednekolymsk,RU,67.45,153.68,-30.05,-30.05,98,100,1.46,2020-01-11
537,2020-01-11 15:59:08,Staryy Nadym,RU,65.61,72.68,-12.46,-12.46,94,99,7.24,2020-01-11
538,2020-01-11 15:59:08,The Valley,AI,18.22,-63.06,27.5,28.33,61,20,8.7,2020-01-11
539,2020-01-11 15:59:08,Gwanda,ZW,-20.93,29.0,26.95,26.95,54,87,5.78,2020-01-11
540,2020-01-11 15:59:08,Itaituba,BR,-4.28,-55.98,26.0,26.0,94,40,4.1,2020-01-11
541,2020-01-11 15:59:08,Luau,AO,-10.71,22.22,19.33,19.33,87,99,3.47,2020-01-11
542,2020-01-11 15:56:49,Honiara,SB,-9.43,159.95,25.0,25.0,94,90,0.97,2020-01-11
543,2020-01-11 15:59:08,Provincia di Mantova,IT,45.17,10.78,8.99,11.0,66,0,1.5,2020-01-11
544,2020-01-11 15:59:08,Tuy Hoa,VN,13.08,109.3,25.02,25.02,77,72,6.66,2020-01-11
545,2020-01-11 15:59:08,Clarksville,US,36.53,-87.36,15.56,17.22,93,90,10.45,2020-01-11
546,2020-01-11 15:59:08,Patan,NP,27.67,85.33,8.0,8.0,87,20,1.0,2020-01-11
547,2020-01-11 15:59:08,Mortka,RU,59.33,66.02,-10.58,-10.58,94,100,3.37,2020-01-11
548,2020-01-11 15:59:08,Poronaysk,RU,49.22,143.12,-7.81,-7.81,93,100,2.24,2020-01-11
549,2020-01-11 15:59:08,Taraclia,MD,45.9,28.67,5.5,5.5,70,73,4.12,2020-01-11
550,2020-01-11 15:59:08,Koster,ZA,-25.86,26.9,24.2,24.2,57,74,3.21,2020-01-11
551,2020-01-11 15:59:09,Strezhevoy,RU,60.73,77.59,-9.0,-9.0,78,100,6.0,2020-01-11
